source,question,answer,rating
,  # #   # # ###  #   ##   #  # ##   ###   #  # #  ### ####### #   #      #  #  ####  #    #####    #  #     #  # #     ### #       #####   ####S    ####      # # #     #  ### ##     #     ##    ##     # #  #  #   # # #       # ##         #  ### # #    ### ####### #   #  ## ###  #    #       # #  #   ##  #   ## ##    #   #  #####   #  ##  #  #   ##    ##  #     #      #   # ##       #  # ##  # ### ###   # #  ##      # #    #        ## ##      #  ###  #  # # ##  # # #   ## # ## #   #     ## ### # # ##   ##  #    ### # ## #    # ###       ## #   #  # #  ####     #  ### ##   ###   #      # #  #  #   # ###    #   #   ##       ### ###      # #    #    #   #  #  #   # ## #   # ## ##  # #             #    # # #      #       # #  #   ## # ##    ### # #  ##    ## #    #### ###  ##  # ## #  #   #    ##    #     # #G   # #     #    ##   #   #    # ###  # ## ##       ## # ##  ## #   # # #   ##       ,  # #   # # ###  #   ##   #  # ##   ###   #  # #  ### ####### #   #      #  #  ####  #    #####    #  #     #  # #     ### #       #####   ####So   ####      # # #oooo #  ###o##     #     ##   o##oooo # #o #  #   # # #   ooo # ##oooooo   #  ### # #   o### ####### #   #  ## ###  # o  #  ooo  # #  #   ##  #   ##o##  oo#o  #  #####   #  ##  #o # oo##o   ##  #     #      #ooo#o## o     #  # ##  # ### ###ooo# #oo##      # #    #        ## ##o     #  ###  #  # # ##  # # #oo ## # ## #   #     ## ### # #o##   ##  #    ### # ## #    #o###       ## #   #  # #  ####oo   #  ### ##   ###ooo#      #o#  #  #   # ###   o#ooo#   ##oooo   ### ###   ooo# #o   #    #o  #  #  #   #o## # o # ## ## o# #          o  # oo # # #   o  #       # #o # oo## # ## ooo### # #  ##ooo ##o#    ####o###  ##  # ##o#  # o #ooo ## oo #     # #Goo # # oooo#ooo ##o  #   #    # ###  # ## ##ooooo  ## # ##  ## #   # # #   ##       ,110
,##  #   # # # # # #   ##         #   #      #    #   #    #  S   ##   ##   #### #   #####      #    #   #      #    ###  #  # # # #  ## ####     ###   #        #  #         #  #  ### #  # #   #  # ### # ##  #        # ## #       #  ##         ######   #  ## # #      ##  #  #      # #  #       ##    # #   #  ##  ##     #  #   ### # #  #  ##  #   ## # #  #  ##  #           ## # #   ## #   ##       ##   ## #  # # #    ## # #    #  #  # ##    ##  #     ######  ##  #   #  # ##  #    ##   #   ## ###  # #  # #   #   # # #  # #  ## #   # ##  ## ##    ##    # #   #  ##     # # ##  #    #       #   #  G###  # # # #   #  #  #  # ###   #    #   ### ###    ##    # # #      # # ##     #  # ##  ##    #  #  ##     #      ## ##   ## #####  # ##   ## #####      #     #         # # ###          #    # # # # ##     # ##    # ##     #       #      #   # ## ## #   # ## # ###  ## ### # #  #         # # #     #,##  #   # # # # # #   ##         #   #      #    #   #    #  S   ##   ##   #### #   #####  oo  #    #   #      #    ###  #o # # # #  ## ####     ###   #o       #  #         #  #  ###o#  # #   #  # ### # ##  #    o   # ## #       #  ##        o######   #  ## # #  oooo##  #oo#      # #  #  ooooo##o   # #oo #  ##  ## oooo#  #  o### # #o #  ##  #  o## # #  #oo##  # oooooooo  ##o# #   ## #o  ##       ##o  ##o#  # # #  oo## # #    #oo#  #o##    ##  #oo   ###### o##  #ooo#  # ##  #o   ##   # o ## ###oo# #  # # o #   # # #oo# #  ##o#   # ## o## ##    ##o   # # o #  ##   o # # ##  #oo  #    o  #   #  G###  # # #o#   #  #o #  # ###   #    #ooo### ### o  ##    # # # ooooo# # ##    o#  # ##  ## ooo#  #  ##     #o     ## ##  o## #####  # ##  o## #####    o # ooo #ooooooooo# # ###     ooooo#oooo# # # # ##     # ##    # ##     #       #      #   # ## ## #   # ## # ###  ## ### # #  #         # # #     #,110
,        # # #           #  # #    ##    #  #    # #        #######     #   ## #  ##  #  #   #  #                   #     #      #  #     ###   # # # #### ##  # ##  #  #  #  #  ##    #  ### #        #   #  # # G#    #   #      #        #     ###    #      ### ##     # #  #   #   ## # # ######   # #  ## ##  ### # #  ##    ####  ##    ## #  ## # #    #  # #    ###   ###   ###  #     # # #  #   ##  ##    # #   #      # # #     ## #     ##  ##  # ##    #### ##        # ##### #   #   #    # # ##    ##   #  #   #    ## # # ##   ##### ##    #  # #   # #    #    #  # #    #   #   ##   # #  ## ####  ##   # #     # ######    ## # ####     #      ##  # #          ##    ## ##       ##S##  ##  #   ## ## # ##    # ##       ##       ## # # #  ## # #   # ### #   #  ##  #    # ## #  # #    #  ## #### ### #  #   ### # #    ## ## #     # ###    # ##  # #######  ##    #  #   # ###      # ###  #   # #   #   #,        # # #           #  # #    ##    #  #    # #   ooo  #######     #   ## #  ## o#o #   #  # oooooooooooooooooo#ooo  # ooooo#  #     ###   # # #o####o##  # ##  #  #  #  #  ##o   #o ### #        #   #  # #oG#  oo#   #      #        #     ###o   #      ### ##     # #  #ooo#   ## # # ######   # #  ##o##  ### # #  ##    ####  ##  oo## #  ## # #ooo #  # #ooo ###o  ###   ###oo#oooo # #o#o #  o##  ##    #o#   #oooooo#o# # oooo## #    o##  ##  # ##o   ####o##      o # ##### #  o#   #  oo# # ## o  ##   #  # o #    ##o# # ##oo ##### ##   o#  # #  o# # ooo#    #  # #ooo #   #  o## oo# #  ## #### o##   # #  o  #o######    ## #o####     #ooooo ##  # #ooooooo   ##    ## ##       ##S##  ##  #   ## ## # ##    # ##       ##       ## # # #  ## # #   # ### #   #  ##  #    # ## #  # #    #  ## #### ### #  #   ### # #    ## ## #     # ###    # ##  # #######  ##    #  #   # ###      # ###  #   # #   #   #,114
,## #    ## #  #    #  ##       ## ##   ## G    #   #     #    ###   ####  #   # #  #      ##### #   # # ##  ####  ###    #   S###  # #  #  # #  #   #   # ##  ##   #  #  #  # #### ##        #   ## #  #   #   # #  ## #  # #   ###   #### #   #  # # ### ## #   # ## ### #   ####  ###    ####      ### ###  ## #   # #  #  #    # ## # #  ##  #      # ## # #    ##  #  #    #  ##  ##  # ##    # #   ##   ##   # ##        # ## #    #      ##  # #   ##    ###  #  #        ## ## #    ## # ####     #   ##         ## # # #           #  #   #   ## # #         #  ##### ###   #     # #####  ########## # #  ## #   # # ###    ###  #  #         ##       #  #     #  ### #  # ##  #     #   # # ## #   ## #  ###  # #        #  #  #  # # #     #   ## #  #  ## #   # #    #   #                 ## ##  #   ##   ### ##   #  # #    # # ##     #     ## #   ###  ##    ###    ###  # # # ##    #  ## #  # ### #       ## #  #,## #    ## #  #    #  ##       ## ##   ## Gooo #   #     #    ###ooo####  #oo # #  #      #####o#ooo# # ##oo####  ###    #   S###oo# #  #o # #  #   #   # ##  ##o  #  #o #  # #### ##        #oo ## #o #   #   # #  ## #  # #oo ###oo #### #   #  # # ### ##o#   #o## ### #   ####  ###   o#### o    ### ###  ## #   # #o #  #oo  # ## # #  ##  #  oooo# ## #o#    ##  #  #    # o##  ##  #o##    # #   ##   ##o  # ##   o    # ## #    #    o ##  # # o ##    ###  #  #  oo    ## ##o#    ## # ####    o#   ##    ooo  ## # # #      o    #  #   #o  ## # # oooooooo#  ##### ###ooo#     #o#####  ########## # #o ## # oo# # ###    ###  #  # ooo    o##       #  #     #  ###o#  #o##  #ooo  #   # # ## #  o## #o ### o#o#        #  #  #o # #o# oooo#oo ## #  #  ## # o # #oooo#   #ooooooooooooooooo## ##  #   ##   ### ##   #  # #    # # ##     #     ## #   ###  ##    ###    ###  # # # ##    #  ## #  # ### #       ## #  #,113
, #    ##  # #  ##   #        #       #   #  ## # #   #  #      ##   #     ##   #           #  #  # #   ##      ## #         #        # #    ##        ##  #           # #   #    ##G#  ###    #  #  #  ## #      #  # ###       ###   # #  # #        ##   ###     ###   # ###     ## #   ## ###    #  # #  #  #  ## # #  #    ### # ##      #   #    ##    # #    #  #   #  #  ##          ## ###  ###     # ## ### # #   # ###   # # #     #   #           # # # # #   #### #   ## #  #  #        # #   ## #      ##     ## # ######   # # # # # #     #           #  # # ##   # ## ###         #      # ###   # #   #   ##  #     # ##    ## # #      ## # ####   # # ##   ## #       #   #      # #      #    ### ##  #  ###      #     # ###    #     ### #        ###    # # #    ## # ## #  #    #  #  # #   # ##   ####  #   #  # #    ## #  # ## #   ## #        #   #### ###  #  #####   #  # # # #    ### #  ####   #  #S, #    ##  # #  ##   #        #  oooo #   #  ## # #   #  #     o##o  #     ##   #           #o #o # #   ##      ## #       o #o       # #    ##    oooo##o #oo         # #   #   o##G#oo###oo  #  #  #  ## # ooo  # o# ###oo     ###   # # o# #   o    ##oo ###     ###  o# ### o   ## #oo ## ###    # o# #  #o #  ## #o#  #    ### #o##    o #   #  o ##    # # ooo#  #  o#  #  ##ooooo     ##o###  ###oo   # ## ###o# #   #o###   # #o#     #   #ooooooooo  # # # #o#   #### #   ## #  #  #     oo # #   ## #      ##     ## #o######ooo# # # # # #     #   oooooooo#o # # ##   # ## ###         # o    # ###   # #   #   ##  #  ooo# ##    ## # #      ## # ####o  # # ##   ## #       #   #  ooo # #      #    ### ##  #  ###ooo   #     # ###    #     ### #ooooooo ###    # # #    ## # ## #  #o   #  #  # #   # ##   ####  #ooo#  # #    ## #  # ## #   ## #ooooo   #   #### ###  #  #####   #oo# # # #    ### #  ####   #  #S,113
,#  # #   #     # #  ##   # #   ## ##   ##        ##    # ##     #    ## # # #     #  ###G#### #  ###   ##  ## ###  #   # #  ###  ##  ###### # # ## # ##  #  ##          #  ## #  #  #      # #   ### # ####  #  #     #      #   #####    # #  #      ## ##    # # #     #     ##   # ##   # # #   # #  #     ##    ## # ##  #     #  ## #   #  #  # ##  ##  ##      #         ###   #  ### ##    #        #    ### #     # #     ## #    ##  ## # # ## #  #     #       #  #   #        ##     #      # ##  ##    # # ## # ##  # ##  #        #   # ###   #     ## # #    ##  ###  # ### #####   ##   # ####### # #   #   #  # # # ### #      #         ## ##      ##  # # ## #    #   #   # ##       #    ##  #  ##     ##   ##  #     #       #        ##     ##  #  # # #  ##  ##  #     #    ##  #     # #   #   #   # # ###       #  #####  #   ###           #S#  #   #   # ### #  ##  #   ###     ### # #      #     #    # ,#  # #   #     # #  ##   # #   ## ##   ##ooooooo ##ooo # ##     #    ##o# # #ooooo#o ###G#### #  ### o ##  ## ###o #ooo# #  ###  ##o ###### # #o##o# ##  #  ##   o      #  ##o# o#  #      # #oo ### # ####o #oo#     #oooooo#   #####   o# #o #     o## ##    # # #   oo# o   ##  o# ##   # # #   # #o #oo   ## o  ## # ##  #     #o ##o#   # o#  # ##  ##  ##   o  #o     oo ###   #  ### ##  o #oo     o#    ### #     # # oooo## #  o ##  ## # # ## #  #     #    o  #  #   #        ##     #   ooo# ##  ##    # # ## # ##  # ##oo#        #   # ###   #     ##o# #    ##  ###  # ### #####ooo##   # ####### # #   #   # o# # # ### #      #         ##o##      ##  # # ## #    #   #o  # ##       #    ##  #  ##  o  ##   ##  #     #       #   ooo  ##  ooo##  #  # # #  ##  ##o #   oo#oo  ##  #     # #   #ooo#ooo# #o###    ooo#  #####  #ooo###  ooooooooo#S#  #   #   # ### #  ##  #   ###     ### # #      #     #    # ,115
,  # # #   #### #   S#  # #    #  #### # #   # #    # ###   # ##    ### #    #  ### ##       # #      ###     ##     ## # #### ##     #  ## ##   #   #  #      #     #    #  ## # ### ###  # ###G #  #    # ####  #   ##     # ##   ##    # #### #     # #  # #    ###  #  #  # ## #         #####  # ##    ######## #  ##  ##  #      ##     ###    # ## ### ##      #  #   #    ## ####     #  # #      #      ###  #     #   #     ###   # #     # # #### ###        #  ## #  #  #   ####   # #      ### ##   ##   # # ##   #    #   #   # #      ##    ## #   #        #    # #     ## ## #   # #     #    #   #    #     # # # #####  #  ##  ##  #     # ## # ##      ###  # ## ##      ####          #    #       ###     #  ##    #       #     # #  ##   #    ##    ###  #  # #    # #  #    # #      ### ### # ## ##    #     ##    #  # #  #  #  ##  #   #    #  #      #       ###   # # # ##  ## ##        #  #  # ## ###,  # # #   #### #   S#  # #    #  #### # #   # # oo # ###   # ##    ### #    # o### ##       # #oooo  ###    o##     ## # ####o##oo   #  ##o##   #   #  #   o  #ooo  #   o#  ## # ### ### o# ###G #  # oo # ####  #   ##o    # ##   ##ooo # #### #    o# #  # #    ###oo#  #  # ## #ooo      #####  #o##oooo########o#  ##  ##  #  oooo##o    ### o  # ## ### ##      #o #   #  o ## ####     #  # # o    #  oo  ###  #ooo  #   #  o  ###  o# #ooo  #o#o#### ###oo      #o ##o#oo#oo#o  ####  o# #     o###o##ooo##o  # # ##o  #    #o  #o  # #  o   ##  oo## #   #ooooo   #   o# # oooo## ## #   # #     #  oo#  o#    #     # # # #####  #o ##o ##  #     # ## # ##     o###o # ## ##      ####       o  #o   #       ###     #  ## o  #o      #     # #  ##   #  o ##o   ###  #  # #    # #  # ooo#o#      ### ### # ## ##    #ooo  ##    #  # #  #  #  ##  #   #    #  #      #       ###   # # # ##  ## ##        #  #  # ## ###,111
,          # #        ###       # #   #  #               #         # # ##  #       ##  ##  S# ##  # ## #   ## ###     ##   ## # #       ####   #    ## ### ## ## #     #    ###  #   ####    #### ## ## # #   ## #  # # #   ##  #      #   #      ##  ####              ###  #       # # ####   #  ##   #     #  ##  #### #    #  #   ## # # #      ###  # #  #      # #  ##### # # ##  # ###     ##    #  #  ##    # # # ##  #### ####      #       # ### # ##    #      ##    #  # #   # # #  #  #  #   #   ## #   #  ###  ##     # #    ###  #    # ##     ##  # ## ### #  #  #  # ### #   ##      #    #    #    #     #    #    ## #  #     ##    ###  #    ##  ###    # ## #  ##   ##  #        #      #### #     ##    #   # #    #  # # ###    # #    # #    # #####      #  #   #   # #### ###    # #### # #   ##     ###  #   G #      # #  # ###  #  # # #    #   # #    ###  # #     #   #    #  #  ##      # #   ##  # #,          # #        ### ooo   # #   #  #              o#oo oooooo# # ##  #       ## o##ooS# ##oo# ## #   ## ###   o ##o  ## #o#       ####   #  o ##o### ##o## #     #    ###oo#  o####ooo #### ## ## # # oo## #o # #o#   ##  #      # oo#    o ## o####             o###  #o   oo # # ####   #  ##o  #   o # o##  #### #    #  #o  ## #o# #oooo  ###  # #  #  o   # #o #####o# # ##  # ###  o  ##ooo #  # o##    # # # ##oo####o####    o #       # ###o# ## o  #     o##    #  # #  o# # #o #  #  #o  #   ## #   #o ### o##     #o#    ###  # ooo# ## oo  ##  #o## ### #  # o#  # ###o#   ## o    #    #  o #    # o   #   o#    ## #  #o    ##  o ###  #oooo##  ###  o # ## # o##   ##  #oooooooo# o    ####o#     ##    #   #o# o  #  # #o###    # #    # #oooo# #####oo    #  #   #   # #### ###   o# #### # #   ##     ###  #   G #      # #  # ###  #  # # #    #   # #    ###  # #     #   #    #  #  ##      # #   ##  # #,113
,##   ### #      # #   #         #    #     ##  # #    ## ## #  # #  ##        ## # #  #     ##    #    #    #   #     # # #    #       # #   #    #   # # #   #    # #  # #           # #   #  #   ## #       #  #  ###       #     #       # #  # #     ####  # ##  # # # ##  # # #      ###  #  #  #  #   # #  ##    # # #    ####   ## #   #   ###   ## ###  ### #    # #  #        # #   ##        #   # #  #  # #     # #   #  #          # # #    ##     #   # #      #   # ####  #        # # ### ##   #  #   # #  #     #  # ###### ## #      #    #     ##   ## #    #            #    #   ##G     #  ## # #  ##      # #  ### # ######      # #  ## ##    # #     #           # #       ##   #  ##  #  # ##    #  ##   ##   ###   ##  ##    ##  #     ##   ## ##        ##    #  ##   #   ## #  ## ###      #      ##    #   # #  #      ##   # #   ## #      #  # # #     #      ## #  S# #      #  #      #     #      #,##   ### #      # #   #         #    #     ##  # #    ## ## #  # #  ##        ## # #  #     ##    #    #    #   #     # # #    #       # #   #    #   # # #   # ooo# #  # #           # #   # o#oo ## #       #  #  ###   ooo #oooo # ooooo # #  # #    o####  #o##oo# #o# ##  # # #  o   ### o# o#  #o #   # #  ##oo  # # #oooo####oo ## #   #ooo###   ## ###  ###o#    # #oo#        # #   ##  o     #  o# #  #  # #     # # o #  #   o      # # #    ##   o #   # #o     #   # ####  #  o     # #o### ##   #  #   # # o#     # o# ###### ## #      #o   #    o##   ## #    #      o     #  o #   ##Gooooo#  ## #o#  ##   o  # #  ### #o###### o    # #oo## ##    # #o    #  ooo     o# #       ## o #  ##  #oo# ##o   #  ##   ##oo ###   ##o ## o  ##  #     ##oo ## ## oo oooo##    #  ##   #o  ## #oo##o###      #      ##o   #  o# #oo# ooooo##   # #  o## #  o   #o #o# #ooo  # ooooo## #  S# # oooo #  #oooooo#     #      #,124
,  ## ### # #  # # ##   #    ##  # ## ###  # #####  # #  # #  # #  ##               #      #    ##      # #  # #  #    #   ###     ## ## ###   ##    # # #### ##  # #   #  #   #  ## #     # # #   ## #  #   #   ###    ## ##   # ## ## #      ###    #       # G   # # ### #     #  # ##    #  # ##   #  #     ##  #  #  #   ## ## #          ### ##   #  ## #  #  ## ## # #  #     ##   # # # #    #   #   #    ##   #      ##          #  # #    #  #   # #       #   #  ##      #    # ##   # ### #   ## #  ## ##  ####  ####    #   ##    #    #  #    ## # # ##   ###   #  # # ## #   #    # #    #      ##  ##    #   #      #  #     #  ##  ##   ## ##   #   ## #    ##             ## # ## #  ###   #   #    #  ###  ##  ## ##   #  # #  ##S    ####  ### #  # #  ###  # #####    #  #   # # #   # ### #  ## #  #    ###  #    # #         #     #    #   ##   #  ##  #  ###  ##      ##  # #     ##  #  # # ## ##         #,  ## ### # #  # # ##   #    ##  # ## ###  # #####  # #  # #  # #  ##    oooooooo   #      #    ##     o# #  #o#  #    #   ###     ##o## ###ooo##    # # #### ##  #o#   #  #o  #  ## #     # # # o ## #  #oo #   ###    ## ##  o# ## ## #ooooo ###    #      o# G   # # ###o#     #  # ##  o #o # ##   # o#     ##  #  # o# o ## ## #  oo      ### ## oo# o## #  #  ##o## # #  #   oo## o # # # #   o#   #   #oooo## oo#      ##  o       # o# #   o#  #   # #  o    #   #o ##   o  #    # ## o # ### # o ## # o## ##  #### o####    #oo ##  o #    #  # oo ## # # ##oo ###o  #  # # ##o#   # ooo# #o   #oo    ##  ##o   #ooo#ooooo #  #oooo #  ## o##  o## ##   #   ## #oooo##  o    oooo  ## # ## #  ###o  #oo #    #o ###  ##  ## ##oo # o# #  ##So   ####  ### # o# # o###  # #####    #  #   #o# # o # ### #  ## #  #    ###oo#ooo # #         #     #    #ooo##   #  ##  #  ###  ##      ##  # #     ##  #  # # ## ##         #,119
,## ##  #     #    #### ##   # #  # # # ##  ## ##   #     #  ## ###   ### ##    ##   # ### #    ## ##    ##  #   #### # # # #       #  #### ##     ### ### #  ### #  # ## # #   #         #    # #####        #  ## #####  # # # ## #  #   #   #  # #  #  ##### ### ## #    #   #      #   ### #  #   #    ###  # ######      #  ##   ##        ###  ###      # ## #   # #   ##  ##    #   # # ##     ##       #  ##   ##  #   ## # #   #    # #  #  ##   # # ###  # ### # #   ##     ## S#        # #   # #   ##   #   ##         #   ### # ##    # #  ##   #    ##       #    #  #  # # # # ### #   #  ## #  #   ##    # # # #####   ##  ####  ## #  #    ##  ###  ####   ## #  ##   # #   #   # #   # #   ##    G#     ##           # ## ###    ####  ##   #   # #  #####  #  ####  ### ##      #    #    # #  #  ##  #    ######     # ## ###     ######   #         # ##  ##   # #    #  #  # ## # ###  # #  # #               #,## ##  #     #    #### ##   # #  # # # ##  ## ##   #     #  ## ###   ### ##    ##   # ### #    ## ##    ##  #   #### # # # #       #  #### ##     ### ### #  ### #  # ## # #   #         #    # #####  ooo   #  ## #####  # # # ## #oo#ooo#   #  # #  #  ##### ###o## #oo  #   #      #   ### # o#   #oooo###  # ######      #o ##   ##o       ###  ###oooooo# ## #  o# #   ##  ##oooo#   # # ##   oo##       #oo##   ##  #   ## #o#   #    #o#  #  ##   # # ###o # ### # #ooo##     ## S#    o   # #   # #o  ##   # oo##   o     #   ###o# ##    #o#  ## o #    ##    oo #    # o#  # #o# # ### #   #o ## #  #oo ##  o # # # ##### o ##  ####oo## #oo#ooo ##  ###oo####   ##o#  ##ooo#o#   #   #o#   # #ooo##   oG# oooo##   oo      #o## ###oo  ####o ## oo#   # # o##### o#  ####o ###o##      #ooo # oo # #  #o ##oo#    ######ooooo# ## ###ooooo######   #         # ##  ##   # #    #  #  # ## # ###  # #  # #               #,111
,     #          # # ### #   ##   ###   # #  # #     #   ###       ##  ### #  ##  #  #    #   #  ## ###      ## ##   ## #  # # #  # ## # # #   ##  #  #     ##  # ### #     #                 ##      #   ##     ##  ##   #  ## # # #    ##   #         ###  #    #      ##  #  ####     ## #     ## ##   # ##  #   #   ##                    #### ##  #    ####      #    #  # # #   ##  ## # ## ##    ## # #    #  # # #  ####  ##     # ###   ## # ##       #       #### #         #  #   ##    # # S ##  #         #    #            ####   ## #     ##G  ##          #     # #####    #  #  #  #  #       #   ##     # ##       ## #### #    #####  # ##  ##   #       #      #   ####  #   #### ###  # # #  ## # #     # #   #     ####  #      ###     #      # #  # #   # # #  #   # ###    #  #  #  #    #  ##  #    # #        # ##  #  # ##      #   # #### # #  ####    #  #    ## #   # # # # #   #  #   ###  #         ,     #  ooooo   # # ### #   ##   ###  o# #oo# #     #   ###       ##o ###o#  ##  #  #    #   #  ##o### ooooo## ##   ## #  # # # o# ## # #o#   ##  #  #     ## o# ### # oo  #              ooo##      #o  ##     ##  ##  o#  ## # # #o   ##   #        o###  #    #o     ##  #  #### ooo ## #    o## ##   # ##  #   #ooo##     ooooooooooo    #### ##o #    ####      #o   #  # # #o  ##  ## # ## ## oo ## # #   o#  # # #  ####  ##o    # ### o ## # ##       #  o    #### #oooo     #  #   ## o  # # S ##  #oo       #    # o      o   ####o  ## #     ##Go ##   oo     #o    # #####    #  #  #o #  # o     #   ##     # ##  o    ##o#### #    #####  # ## o##   #ooooooo#      #   #### o#   #### ###o # # #  ## # #  oo # #   #  oo ####  #      ###oo   #     o# #  # #   # # #  #oo # ### oo #  #  #  #    #  ##oo#    #o#        # ##  #  # ##ooooo #o  # #### # #  ####    #  #oooo## #   # # # # #   #  #   ###  #         ,110
,  ##  #  S##    ###    # ###     # ##   ###   #      ###  ##  ###     #  # #  #  #  ## ## ##     # ###      ##       #      # #   #    # #    ####          # #  #  ### ##   ## ####     #    #  ####    ## ##     ## ##    #  ###  # ### ##        #            #   #     #  # #  #  #         ##   ##  #    ## ###### #### ####  #   #   ## ## ## ##### #  #   # ##  #          ## ## #   ### #   # #   # # ## ## ###     # ## #      ###   ## # #     ## #  # #  ## ##### # ## ## #     #        # ##  ##  ##    #  ## ###  ### ##  # # #     #   #      ##   ## # # ### #      #    ##      #####  #  #    #   #   ##    ##  ##    ##      #  #######   #      # # ###     #     #### ## #  #   #  #  #####    G # # # #### #     # # # ## ##   # # ## # #   # # ####  ##   # ## ###   ####  #     ##   #   ##  #       # #   ## #     ##   ##  ##      #   ## #   #   #       ###### #      ### # #    ##    ####    ## #    ##,  ##  #  S##    ###    # ###     # ##  o###   #      ###  ##  ###   oo#  # #  #  #  ## ## ##     #o###      ##       #      # # oo#    # #    ####          # #o #  ### ##   ## ####     #   o#  ####ooo ## ##     ## ##   o#  ###oo#o### ##ooo     #    oooooooo# oo#ooooo#o # #  #  #         ##ooo##  #o   ## ###### #### ####  #   #o  ## ## ## ##### #  #   # ##oo#          ## ## #   ### # oo# #   # # ## ## ###     # ##o#      ###   ## # #     ## # o# #  ## ##### # ## ## #     #oooo    # ##  ##  ##    #  ## ###o ### ##  # # # ooo #   #   ooo##   ## # # ###o#oooooo#oooo##      #####  #oo#    #ooo#   ##    ##  ##   o##      #  #######   #      #o# ###     #     #### ## #  # oo#  #  #####    G # # # #### #oooo # # # ## ##o  # # ## # #   #o# ####  ##  o# ## ###   ####oo#     ##   #ooo##  #oooo   #o#   ## #     ##oo ## o##oooooo#   ## #   #   #oooooo ###### #      ### # #    ##    ####    ## #    ##,110
,## # #   #     ####  ####   ###    #  #  #   # #   #            ###  #  ##    # # ## # ##  # #  ###  ## ###   #    ## ##  ##    # # #   #    #  #   #    # ## #    ###   #####  #  # #         ####    ####    #  ##     #      #  #    ##  ###### ## #  #  # #   ### #  ##     ##  ##  #  #   # ##  ###     ##  #  ##  ### #    #  ##    #    # # # #  ###     # ## #   #   ## # ## ## #### ##            # #  ## # # #        # #  # #       ##  #  #  ### # #   #######  ##     ##  #  # #   # #     #  # #  #  #   #    #      # #  # ### # # #######       ## # ### # # S #  ##          # ## ## #    #     # ###   #   ###   ##         #      #  #  ##    # #    ####   ## ## G #    ####    ####    #  ### ###  # #  #  #  # ##  #      #   # #     ##         ##   ## ####### # #  #    #      #  ###     ### #  ###              #  # ##  # ##  #    #  # #######  ##  #   # #  #  #      #    ### ## #   ##  # # #  #   #,## # #   #ooo  ####  ####   ###    #  # o#ooo# #   #            ###  #o ##oooo# # ## # ##  # #  ###oo## ###o  #    ## ##  ##    #o# #   #o   #  #   #    # ## #o   ### o #####  #  # #    oooo ####  oo####    #  ##   oo#      #  #oooo##  ###### ##o#  #  # #   ###o#  ##     ##oo##  #  #   # ##oo###     ## o#  ##  ### #    #oo##    #   o# # # #  ###     #o## #   #  o## # ## ## #### ##ooooooo    o# #  ## # # #        # #o # #ooooo  ##  #  #  ### # # o #######oo##     ##  #  # #  o# #     #o # #  #  #   #    #o     # #oo# ### # # #######  o    ## #o### # #oS #  ##     oooo # ##o## #   o#     # ###ooo#oo ###o  ##   o     # ooooo#o #oo##oo  # # oo #### oo## ##oG #oooo####   o####  oo#  ### ###  # #  #  #o # ## o#      #   # #     ## oooooooo##   ## ####### # #  #    #      #  ###     ### #  ###              #  # ##  # ##  #    #  # #######  ##  #   # #  #  #      #    ### ## #   ##  # # #  #   #,115
,  G     ## #     #  # ##  #  #       # ###   #  ##  #### # #  ##  ## #        #### # #    ###  # #  #             #  # # #  ### #    #   # # ##  ##  # #    ## #  ##   # # ## #    ## ##       # ##  # # ## #   #   # ###  # #   ##  ##  ### # # ###   #### #  ##  ## #  # #  #  ###    #  ####  #   ## #   #  #    ##  ## #   #    #  #   #  ### #      ##   #  #   #  # ##  #    ### #   ###### ###  # ######  #       ###      # # #     #       # #  #  # ### ####  # ###   ### #     ### #  ##  # #     ### #   #  # ### ##       #  # # ### #   # #      # ##       #  ###  #     # #   #  # ##   ## #             # ##  ##   ### #  # # ### ####   ###  #   ###  ##   #        # #  # ###   # #    # ##  ## ##   ##    # ######  #  #  #####     #   #  #   # # #  #S#    ##  #   # ##    # ##   # #  ## ##    #    ##  #  ## # #  ##  #### ##   ## ###     #  ##       #    #     #  ### #   # #     #  ##  # #      #  ## #,  G     ## #     #  # ##  #  #  ooo  # ###   #  ##  #### # #  ##o ## #        #### # #    ###oo# #  # ooooooo     #  # # # o### #  oo#   #o# ##  ##  # # oo ## #oo##   #o# ## #    ## ##ooooooo# ##  #o# ## #   #   # ###  # #   ## o##  ### # # ###   #### #  ## o## #  # #  #  ###    #  #### o#   ## #   #  #    ##  ## #  o#    #  #   #  ### #      ## o #  #   #  # ##  #    ### #  o###### ###  # ######  #   oooo###      # # #     #    ooo# #  #  # ### ####  # ### oo### #     ### #  ##  # #ooooo### #   #  # ### ##ooooooo#  # # ### #   # #     o# ##       #  ###  #     # # o #  # ##   ## #    ooooo    #o##  ##   ### #  # #o###o#### oo###  #   ###  ## oo#  o     #o#  # ###   # #   o# ##o ## ##o  ##    # ######oo#  #oo#####ooo  #   #  #   #o# #  #S#    ##oo#   # ##    #o##   # #  ## ##ooo #    ##  #o ## # #  ##  ####o##ooo## ###o    #  ##       #oooo#ooooo# o### #   # #     #  ##  # #oooo  #  ## #,112
